origin_location_code,destination_location_code,departure_date,adults,currency,total,base,validatingAirlineCodes,distance,duration,duration_in_traffic
TLV,BCN,2022-11-01,1,EUR,243.75,210.00,LY,4756410,179267,Null
TLV,BCN,2022-11-01,1,EUR,251.55,91.00,TK,4756410,179267,Null
TLV,BCN,2022-11-01,1,EUR,254.06,167.00,LO,4756410,179267,Null
TLV,BCN,2022-11-01,1,EUR,256.07,114.00,AZ,4756410,179267,Null
TLV,BCN,2022-11-01,1,EUR,256.55,96.00,TK,4756410,179267,Null
TLV,BCN,2022-11-01,1,EUR,269.04,219.00,UX,4756410,179267,Null
TLV,BCN,2022-11-01,1,EUR,274.53,232.00,IB,4756410,179267,Null
TLV,BCN,2022-11-01,1,EUR,278.82,183.00,AF,4756410,179267,Null
TLV,BCN,2022-11-01,1,EUR,304.24,208.00,AF,4756410,179267,Null
TLV,BCN,2022-11-01,1,EUR,336.82,241.00,AF,4756410,179267,Null
TLV,BCN,2022-11-01,1,EUR,367.82,272.00,AF,4756410,179267,Null
TLV,BCN,2022-11-01,1,EUR,384.75,351.00,IB,4756410,179267,Null
TLV,BCN,2022-11-01,1,EUR,391.74,219.00,AT,4756410,179267,Null
TLV,BCN,2022-11-01,1,EUR,493.25,327.00,EK,4756410,179267,Null
TLV,BCN,2022-11-01,1,EUR,514.86,428.00,LX,4756410,179267,Null
TLV,BCN,2022-11-01,1,EUR,517.77,428.00,OS,4756410,179267,Null
TLV,BCN,2022-11-01,1,EUR,523.49,428.00,LH,4756410,179267,Null
TLV,BCN,2022-11-01,1,EUR,539.03,450.00,LY,4756410,179267,Null
TLV,BCN,2022-11-01,1,EUR,561.07,450.00,LY,4756410,179267,Null
TLV,BCN,2022-11-01,1,EUR,635.79,532.00,LY,4756410,179267,Null
TLV,BCN,2022-11-01,1,EUR,728.53,686.00,LY,4756410,179267,Null
TLV,BCN,2022-11-01,1,EUR,884.77,782.00,LH,4756410,179267,Null
TLV,BCN,2022-11-01,1,EUR,1211.79,1105.00,LY,4756410,179267,Null
TLV,BCN,2022-11-01,1,EUR,1270.37,1205.00,AF,4756410,179267,Null
TLV,BCN,2022-11-01,1,EUR,1308.51,1202.00,LY,4756410,179267,Null
TLV,BCN,2022-11-01,1,EUR,1366.07,1255.00,LY,4756410,179267,Null
TLV,BCN,2022-11-01,1,EUR,1727.22,1385.00,UA,4756410,179267,Null
TLV,BCN,2022-11-01,1,EUR,2472.18,2043.00,DL,4756410,179267,Null
TLV,VKO,2022-11-01,1,EUR,242.50,26.00,TK,3761569,168725,Null
TLV,VKO,2022-11-01,1,EUR,447.15,271.00,EK,3761569,168725,Null
TLV,VKO,2022-11-01,1,EUR,590.33,425.00,FZ,3761569,168725,Null
TLV,VKO,2022-11-01,1,EUR,698.12,530.00,TK,3761569,168725,Null
TLV,VKO,2022-11-01,1,EUR,703.12,535.00,TK,3761569,168725,Null
TLV,VKO,2022-11-01,1,EUR,1078.15,902.00,EK,3761569,168725,Null
TLV,VKO,2022-11-01,1,EUR,1747.00,1532.00,TK,3761569,168725,Null
TLV,VKO,2022-11-01,1,EUR,1749.00,1532.00,TK,3761569,168725,Null
TLV,PMI,2022-11-01,1,EUR,237.29,194.00,UX,5006409,211055,Null
TLV,PMI,2022-11-01,1,EUR,244.42,194.00,UX,5006409,211055,Null
TLV,PMI,2022-11-01,1,EUR,274.30,193.00,VY,5006409,211055,Null
TLV,PMI,2022-11-01,1,EUR,281.03,193.00,VY,5006409,211055,Null
TLV,PMI,2022-11-01,1,EUR,290.72,183.00,AF,5006409,211055,Null
TLV,PMI,2022-11-01,1,EUR,291.32,183.00,AF,5006409,211055,Null
TLV,PMI,2022-11-01,1,EUR,291.93,183.00,AF,5006409,211055,Null
TLV,PMI,2022-11-01,1,EUR,292.53,183.00,AF,5006409,211055,Null
TLV,PMI,2022-11-01,1,EUR,297.45,183.00,AF,5006409,211055,Null
TLV,PMI,2022-11-01,1,EUR,308.03,259.00,UX,5006409,211055,Null
TLV,PMI,2022-11-01,1,EUR,334.72,227.00,AF,5006409,211055,Null
TLV,PMI,2022-11-01,1,EUR,336.90,295.00,UX,5006409,211055,Null
TLV,PMI,2022-11-01,1,EUR,344.44,253.00,AF,5006409,211055,Null
TLV,PMI,2022-11-01,1,EUR,369.01,320.00,UX,5006409,211055,Null
TLV,PMI,2022-11-01,1,EUR,376.52,320.00,UX,5006409,211055,Null
TLV,PMI,2022-11-01,1,EUR,435.83,390.00,IB,5006409,211055,Null
TLV,PMI,2022-11-01,1,EUR,442.96,390.00,IB,5006409,211055,Null
TLV,PMI,2022-11-01,1,EUR,443.90,402.00,UX,5006409,211055,Null
TLV,PMI,2022-11-01,1,EUR,462.72,355.00,AF,5006409,211055,Null
TLV,PMI,2022-11-01,1,EUR,463.30,356.00,AF,5006409,211055,Null
TLV,PMI,2022-11-01,1,EUR,463.32,355.00,AF,5006409,211055,Null
TLV,PMI,2022-11-01,1,EUR,514.30,407.00,AF,5006409,211055,Null
TLV,PMI,2022-11-01,1,EUR,514.86,428.00,LX,5006409,211055,Null
TLV,PMI,2022-11-01,1,EUR,523.49,428.00,LH,5006409,211055,Null
TLV,PMI,2022-11-01,1,EUR,530.77,428.00,LH,5006409,211055,Null
TLV,PMI,2022-11-01,1,EUR,543.14,428.00,LH,5006409,211055,Null
TLV,PMI,2022-11-01,1,EUR,545.86,428.00,LH,5006409,211055,Null
TLV,PMI,2022-11-01,1,EUR,547.10,428.00,LH,5006409,211055,Null
TLV,PMI,2022-11-01,1,EUR,556.90,515.00,IB,5006409,211055,Null
TLV,PMI,2022-11-01,1,EUR,578.30,471.00,AF,5006409,211055,Null
TLV,PMI,2022-11-01,1,EUR,578.32,470.00,AF,5006409,211055,Null
TLV,PMI,2022-11-01,1,EUR,578.90,471.00,AF,5006409,211055,Null
TLV,PMI,2022-11-01,1,EUR,623.16,528.00,LY,5006409,211055,Null
TLV,PMI,2022-11-01,1,EUR,628.91,522.00,AF,5006409,211055,Null
TLV,PMI,2022-11-01,1,EUR,727.90,686.00,LY,5006409,211055,Null
TLV,PMI,2022-11-01,1,EUR,775.90,734.00,LY,5006409,211055,Null
TLV,PMI,2022-11-01,1,EUR,801.98,708.00,IB,5006409,211055,Null
TLV,PMI,2022-11-01,1,EUR,1092.91,1035.00,IB,5006409,211055,Null
TLV,PMI,2022-11-01,1,EUR,1239.29,1196.00,IB,5006409,211055,Null
TLV,PMI,2022-11-01,1,EUR,1397.07,1286.00,LY,5006409,211055,Null
TLV,MUC,2022-11-01,1,EUR,131.35,34.00,PC,3734317,143087,Null
TLV,MUC,2022-11-01,1,EUR,150.42,34.00,PC,3734317,143087,Null
TLV,MUC,2022-11-01,1,EUR,152.60,74.00,LO,3734317,143087,146332
TLV,MUC,2022-11-01,1,EUR,160.61,48.00,AZ,3734317,143087,146332
TLV,MUC,2022-11-01,1,EUR,166.75,133.00,LY,3734317,143087,Null
TLV,MUC,2022-11-01,1,EUR,177.37,136.00,UX,3734317,143087,Null
TLV,MUC,2022-11-01,1,EUR,184.51,117.00,A3,3734317,143087,146332
TLV,MUC,2022-11-01,1,EUR,193.20,145.00,UX,3734317,143087,Null
TLV,MUC,2022-11-01,1,EUR,201.24,105.00,AF,3734317,143087,Null
TLV,MUC,2022-11-01,1,EUR,203.31,82.00,TP,3734317,143087,146332
TLV,MUC,2022-11-01,1,EUR,206.06,82.00,TP,3734317,143087,Null
TLV,MUC,2022-11-01,1,EUR,257.06,180.00,LO,3734317,143087,Null
TLV,MUC,2022-11-01,1,EUR,266.51,199.00,A3,3734317,143087,146332
TLV,MUC,2022-11-01,1,EUR,272.24,176.00,AF,3734317,143087,Null
TLV,MUC,2022-11-01,1,EUR,285.82,140.00,TK,3734317,143087,146332
TLV,MUC,2022-11-01,1,EUR,290.82,145.00,TK,3734317,143087,146332
TLV,MUC,2022-11-01,1,EUR,293.80,213.00,VY,3734317,143087,Null
TLV,MUC,2022-11-01,1,EUR,459.25,293.00,EK,3734317,143087,146332
TLV,MUC,2022-11-01,1,EUR,462.51,354.00,A3,3734317,143087,146332
TLV,MUC,2022-11-01,1,EUR,466.27,229.00,MS,3734317,143087,146332
TLV,MUC,2022-11-01,1,EUR,484.80,352.00,SN,3734317,143087,Null
TLV,MUC,2022-11-01,1,EUR,545.45,475.00,LH,3734317,143087,Null
TLV,MUC,2022-11-01,1,EUR,561.86,475.00,LX,3734317,143087,Null
TLV,MUC,2022-11-01,1,EUR,564.77,475.00,OS,3734317,143087,Null
TLV,MUC,2022-11-01,1,EUR,572.37,531.00,IB,3734317,143087,146332
TLV,MUC,2022-11-01,1,EUR,577.77,475.00,LH,3734317,143087,Null
TLV,MUC,2022-11-01,1,EUR,579.20,531.00,IB,3734317,143087,Null
TLV,MUC,2022-11-01,1,EUR,2346.67,2065.00,AC,3734317,143087,146332
TLV,MUC,2022-11-01,1,EUR,4702.52,4399.00,UA,3734317,143087,Null
TLV,MUC,2022-11-01,1,EUR,4812.52,4509.00,UA,3734317,143087,146332
TLV,FCO,2022-11-01,1,EUR,119.29,43.00,AZ,4072758,154867,Null
TLV,FCO,2022-11-01,1,EUR,138.75,105.00,LY,4072758,154867,Null
TLV,FCO,2022-11-01,1,EUR,140.42,24.00,PC,4072758,154867,Null
TLV,FCO,2022-11-01,1,EUR,166.51,99.00,A3,4072758,154867,Null
TLV,FCO,2022-11-01,1,EUR,170.74,89.00,SN,4072758,154867,Null
TLV,FCO,2022-11-01,1,EUR,178.31,57.00,TP,4072758,154867,Null
TLV,FCO,2022-11-01,1,EUR,181.06,57.00,TP,4072758,154867,Null
TLV,FCO,2022-11-01,1,EUR,181.80,89.00,SN,4072758,154867,Null
TLV,FCO,2022-11-01,1,EUR,204.20,156.00,UX,4072758,154867,Null
TLV,FCO,2022-11-01,1,EUR,214.24,118.00,AF,4072758,154867,Null
TLV,FCO,2022-11-01,1,EUR,215.45,118.00,AF,4072758,154867,Null
TLV,FCO,2022-11-01,1,EUR,217.37,176.00,UX,4072758,154867,Null
TLV,FCO,2022-11-01,1,EUR,241.82,96.00,TK,4072758,154867,Null
TLV,FCO,2022-11-01,1,EUR,246.82,101.00,TK,4072758,154867,Null
TLV,FCO,2022-11-01,1,EUR,259.24,163.00,AF,4072758,154867,Null
TLV,FCO,2022-11-01,1,EUR,267.54,162.00,VS,4072758,154867,Null
TLV,FCO,2022-11-01,1,EUR,287.80,207.00,VY,4072758,154867,Null
TLV,FCO,2022-11-01,1,EUR,294.24,207.00,VY,4072758,154867,Null
TLV,FCO,2022-11-01,1,EUR,320.83,216.00,AF,4072758,154867,Null
TLV,FCO,2022-11-01,1,EUR,328.54,223.00,VS,4072758,154867,Null
TLV,FCO,2022-11-01,1,EUR,387.24,291.00,AF,4072758,154867,Null
TLV,FCO,2022-11-01,1,EUR,397.93,322.00,LY,4072758,154867,Null
TLV,FCO,2022-11-01,1,EUR,398.07,287.00,LY,4072758,154867,Null
TLV,FCO,2022-11-01,1,EUR,417.16,322.00,LY,4072758,154867,Null
TLV,FCO,2022-11-01,1,EUR,454.25,288.00,EK,4072758,154867,Null
TLV,FCO,2022-11-01,1,EUR,466.27,229.00,MS,4072758,154867,Null
TLV,FCO,2022-11-01,1,EUR,475.74,303.00,AT,4072758,154867,Null
TLV,FCO,2022-11-01,1,EUR,490.86,404.00,LX,4072758,154867,Null
TLV,FCO,2022-11-01,1,EUR,493.77,404.00,OS,4072758,154867,Null
TLV,FCO,2022-11-01,1,EUR,496.37,455.00,IB,4072758,154867,Null
TLV,FCO,2022-11-01,1,EUR,499.49,404.00,LH,4072758,154867,Null
TLV,FCO,2022-11-01,1,EUR,503.20,455.00,IB,4072758,154867,Null
TLV,FCO,2022-11-01,1,EUR,506.77,404.00,LH,4072758,154867,Null
TLV,FCO,2022-11-01,1,EUR,519.14,404.00,LH,4072758,154867,Null
TLV,FCO,2022-11-01,1,EUR,519.54,404.00,LH,4072758,154867,Null
TLV,FCO,2022-11-01,1,EUR,585.14,470.00,LH,4072758,154867,Null
TLV,FCO,2022-11-01,1,EUR,686.77,446.00,ET,4072758,154867,Null
TLV,FCO,2022-11-01,1,EUR,1300.79,1197.00,LY,4072758,154867,Null
TLV,FCO,2022-11-01,1,EUR,1313.37,1248.00,AF,4072758,154867,Null
TLV,FCO,2022-11-01,1,EUR,1693.22,1351.00,UA,4072758,154867,Null
TLV,FCO,2022-11-01,1,EUR,2383.67,2102.00,AC,4072758,154867,Null
TLV,FCO,2022-11-01,1,EUR,2399.18,1970.00,DL,4072758,154867,Null
TLV,FCO,2022-11-01,1,EUR,2472.18,2043.00,DL,4072758,154867,Null
TLV,LIS,2022-11-01,1,EUR,172.37,131.00,UX,5894145,216669,Null
TLV,LIS,2022-11-01,1,EUR,179.20,131.00,UX,5894145,216669,Null
TLV,LIS,2022-11-01,1,EUR,181.80,89.00,SN,5894145,216669,Null
TLV,LIS,2022-11-01,1,EUR,213.51,146.00,A3,5894145,216669,Null
TLV,LIS,2022-11-01,1,EUR,230.06,97.00,LO,5894145,216669,Null
TLV,LIS,2022-11-01,1,EUR,247.24,151.00,AF,5894145,216669,Null
TLV,LIS,2022-11-01,1,EUR,248.45,151.00,AF,5894145,216669,Null
TLV,LIS,2022-11-01,1,EUR,248.51,181.00,A3,5894145,216669,Null
TLV,LIS,2022-11-01,1,EUR,260.45,155.00,TP,5894145,216669,Null
TLV,LIS,2022-11-01,1,EUR,261.80,153.00,SN,5894145,216669,Null
TLV,LIS,2022-11-01,1,EUR,267.54,162.00,VS,5894145,216669,Null
TLV,LIS,2022-11-01,1,EUR,267.86,162.00,VS,5894145,216669,Null
TLV,LIS,2022-11-01,1,EUR,283.80,203.00,VY,5894145,216669,Null
TLV,LIS,2022-11-01,1,EUR,289.93,189.00,A3,5894145,216669,Null
TLV,LIS,2022-11-01,1,EUR,290.24,203.00,VY,5894145,216669,Null
TLV,LIS,2022-11-01,1,EUR,291.82,196.00,AF,5894145,216669,Null
TLV,LIS,2022-11-01,1,EUR,298.80,182.00,SN,5894145,216669,Null
TLV,LIS,2022-11-01,1,EUR,316.24,220.00,AF,5894145,216669,Null
TLV,LIS,2022-11-01,1,EUR,321.15,194.00,TP,5894145,216669,Null
TLV,LIS,2022-11-01,1,EUR,324.93,224.00,A3,5894145,216669,Null
TLV,LIS,2022-11-01,1,EUR,336.37,295.00,IB,5894145,216669,Null
TLV,LIS,2022-11-01,1,EUR,343.20,295.00,IB,5894145,216669,Null
TLV,LIS,2022-11-01,1,EUR,367.74,213.00,SN,5894145,216669,Null
TLV,LIS,2022-11-01,1,EUR,368.93,268.00,A3,5894145,216669,Null
TLV,LIS,2022-11-01,1,EUR,370.74,213.00,SN,5894145,216669,Null
TLV,LIS,2022-11-01,1,EUR,419.24,323.00,AF,5894145,216669,Null
TLV,LIS,2022-11-01,1,EUR,445.04,311.00,TP,5894145,216669,Null
TLV,LIS,2022-11-01,1,EUR,461.55,301.00,TK,5894145,216669,Null
TLV,LIS,2022-11-01,1,EUR,466.55,306.00,TK,5894145,216669,Null
TLV,LIS,2022-11-01,1,EUR,488.25,322.00,EK,5894145,216669,Null
TLV,LIS,2022-11-01,1,EUR,496.73,452.00,LY,5894145,216669,Null
TLV,LIS,2022-11-01,1,EUR,514.86,428.00,LX,5894145,216669,Null
TLV,LIS,2022-11-01,1,EUR,523.49,428.00,LH,5894145,216669,Null
TLV,LIS,2022-11-01,1,EUR,530.77,428.00,LH,5894145,216669,Null
TLV,LIS,2022-11-01,1,EUR,543.14,428.00,LH,5894145,216669,Null
TLV,LIS,2022-11-01,1,EUR,583.79,480.00,LY,5894145,216669,Null
TLV,LIS,2022-11-01,1,EUR,591.07,480.00,LY,5894145,216669,Null
TLV,LIS,2022-11-01,1,EUR,620.00,575.00,LY,5894145,216669,Null
TLV,LIS,2022-11-01,1,EUR,622.06,575.00,LY,5894145,216669,Null
TLV,LIS,2022-11-01,1,EUR,624.38,575.00,LY,5894145,216669,Null
TLV,LIS,2022-11-01,1,EUR,624.82,529.00,AF,5894145,216669,Null
TLV,LIS,2022-11-01,1,EUR,625.16,575.00,LY,5894145,216669,Null
TLV,LIS,2022-11-01,1,EUR,626.52,575.00,LY,5894145,216669,Null
TLV,LIS,2022-11-01,1,EUR,633.41,575.00,LY,5894145,216669,Null
TLV,LIS,2022-11-01,1,EUR,633.79,575.00,LY,5894145,216669,Null
TLV,LIS,2022-11-01,1,EUR,641.07,575.00,LY,5894145,216669,Null
TLV,LIS,2022-11-01,1,EUR,783.82,754.00,LY,5894145,216669,Null
TLV,LIS,2022-11-01,1,EUR,919.37,878.00,LY,5894145,216669,Null
TLV,LIS,2022-11-01,1,EUR,1078.16,983.00,LY,5894145,216669,Null
TLV,LIS,2022-11-01,1,EUR,1182.22,840.00,UA,5894145,216669,Null
TLV,LIS,2022-11-01,1,EUR,1193.37,1128.00,AF,5894145,216669,Null
TLV,LIS,2022-11-01,1,EUR,1281.45,1191.00,AF,5894145,216669,Null
TLV,LIS,2022-11-01,1,EUR,1428.77,1339.00,OS,5894145,216669,Null
TLV,LIS,2022-11-01,1,EUR,1490.79,1384.00,LY,5894145,216669,Null
TLV,OSL,2022-11-01,1,EUR,135.42,19.00,PC,5074543,194780,Null
TLV,OSL,2022-11-01,1,EUR,144.74,63.00,SN,5074543,194780,Null
TLV,OSL,2022-11-01,1,EUR,155.80,63.00,SN,5074543,194780,Null
TLV,OSL,2022-11-01,1,EUR,179.31,58.00,TP,5074543,194780,Null
TLV,OSL,2022-11-01,1,EUR,182.06,58.00,TP,5074543,194780,Null
TLV,OSL,2022-11-01,1,EUR,259.06,172.00,LO,5074543,194780,Null
TLV,OSL,2022-11-01,1,EUR,267.54,162.00,VS,5074543,194780,Null
TLV,OSL,2022-11-01,1,EUR,307.80,227.00,VY,5074543,194780,Null
TLV,OSL,2022-11-01,1,EUR,323.82,228.00,AF,5074543,194780,Null
TLV,OSL,2022-11-01,1,EUR,349.82,254.00,AF,5074543,194780,Null
TLV,OSL,2022-11-01,1,EUR,381.82,236.00,TK,5074543,194780,Null
TLV,OSL,2022-11-01,1,EUR,386.82,241.00,TK,5074543,194780,Null
TLV,OSL,2022-11-01,1,EUR,406.82,311.00,AF,5074543,194780,Null
TLV,OSL,2022-11-01,1,EUR,494.86,408.00,LX,5074543,194780,Null
TLV,OSL,2022-11-01,1,EUR,500.25,334.00,EK,5074543,194780,Null
TLV,OSL,2022-11-01,1,EUR,503.49,408.00,LH,5074543,194780,Null
TLV,OSL,2022-11-01,1,EUR,510.77,408.00,LH,5074543,194780,Null
TLV,OSL,2022-11-01,1,EUR,523.14,408.00,LH,5074543,194780,Null
TLV,OSL,2022-11-01,1,EUR,523.54,408.00,LH,5074543,194780,Null
TLV,OSL,2022-11-01,1,EUR,582.07,480.00,LY,5074543,194780,Null
TLV,OSL,2022-11-01,1,EUR,583.79,480.00,LY,5074543,194780,Null
TLV,OSL,2022-11-01,1,EUR,591.07,480.00,LY,5074543,194780,Null
TLV,OSL,2022-11-01,1,EUR,686.77,446.00,ET,5074543,194780,Null
TLV,OSL,2022-11-01,1,EUR,848.06,786.00,LY,5074543,194780,Null
TLV,OSL,2022-11-01,1,EUR,998.52,894.00,SK,5074543,194780,Null
TLV,OSL,2022-11-01,1,EUR,1053.87,945.00,SK,5074543,194780,Null
TLV,OSL,2022-11-01,1,EUR,1117.37,1052.00,AF,5074543,194780,Null
TLV,OSL,2022-11-01,1,EUR,1119.38,1015.00,SK,5074543,194780,Null
TLV,OSL,2022-11-01,1,EUR,1233.79,1127.00,LY,5074543,194780,Null
TLV,OSL,2022-11-01,1,EUR,1302.16,1202.00,LY,5074543,194780,Null
TLV,OSL,2022-11-01,1,EUR,1329.79,1223.00,LY,5074543,194780,Null
TLV,OSL,2022-11-01,1,EUR,1388.74,1222.00,SN,5074543,194780,Null
TLV,OSL,2022-11-01,1,EUR,2672.86,2543.00,SK,5074543,194780,Null
TLV,OSL,2022-11-01,1,EUR,2794.14,2657.00,SK,5074543,194780,Null
TLV,OSL,2022-11-01,1,EUR,3437.22,3207.00,SK,5074543,194780,Null
TLV,OSL,2022-11-01,1,EUR,4867.52,4676.00,SK,5074543,194780,Null
TLV,AER,2022-11-01,1,EUR,377.61,198.00,TK,2035148,102850,102000
TLV,AER,2022-11-01,1,EUR,382.61,203.00,TK,2035148,102850,Null
TLV,AER,2022-11-01,1,EUR,406.98,359.00,LY,2035148,102850,Null
TLV,AER,2022-11-01,1,EUR,418.98,359.00,LY,2035148,102850,Null
TLV,AER,2022-11-01,1,EUR,447.98,388.00,LY,2035148,102850,Null
TLV,AER,2022-11-01,1,EUR,552.48,372.00,EK,2035148,102850,Null
TLV,AER,2022-11-01,1,EUR,553.04,372.00,EK,2035148,102850,102000
TLV,AER,2022-11-01,1,EUR,560.09,444.00,LY,2035148,102850,102000
TLV,AER,2022-11-01,1,EUR,3080.59,2885.00,LH,2035148,102850,Null
TLV,VIE,2022-11-01,1,EUR,110.75,77.00,LY,3365508,130066,132717
TLV,VIE,2022-11-01,1,EUR,150.42,34.00,PC,3365508,130066,132717
TLV,VIE,2022-11-01,1,EUR,163.74,82.00,SN,3365508,130066,132717
TLV,VIE,2022-11-01,1,EUR,185.74,96.00,SN,3365508,130066,132717
TLV,VIE,2022-11-01,1,EUR,194.51,127.00,A3,3365508,130066,132717
TLV,VIE,2022-11-01,1,EUR,196.80,96.00,SN,3365508,130066,132717
TLV,VIE,2022-11-01,1,EUR,201.24,105.00,AF,3365508,130066,132717
TLV,VIE,2022-11-01,1,EUR,221.51,154.00,A3,3365508,130066,132717
TLV,VIE,2022-11-01,1,EUR,241.82,96.00,TK,3365508,130066,132717
TLV,VIE,2022-11-01,1,EUR,246.82,101.00,TK,3365508,130066,132717
TLV,VIE,2022-11-01,1,EUR,247.06,160.00,LO,3365508,130066,132717
TLV,VIE,2022-11-01,1,EUR,272.24,176.00,AF,3365508,130066,132717
TLV,VIE,2022-11-01,1,EUR,280.60,189.00,LO,3365508,130066,132717
TLV,VIE,2022-11-01,1,EUR,282.80,202.00,VY,3365508,130066,132717
TLV,VIE,2022-11-01,1,EUR,287.06,189.00,LO,3365508,130066,132717
TLV,VIE,2022-11-01,1,EUR,315.80,191.00,SN,3365508,130066,132717
TLV,VIE,2022-11-01,1,EUR,394.45,324.00,OS,3365508,130066,132717
TLV,VIE,2022-11-01,1,EUR,410.86,324.00,LX,3365508,130066,132717
TLV,VIE,2022-11-01,1,EUR,419.49,324.00,LH,3365508,130066,132717
TLV,VIE,2022-11-01,1,EUR,426.77,324.00,LH,3365508,130066,132717
TLV,VIE,2022-11-01,1,EUR,439.14,324.00,LH,3365508,130066,132717
TLV,VIE,2022-11-01,1,EUR,455.25,289.00,EK,3365508,130066,132717
TLV,VIE,2022-11-01,1,EUR,455.37,414.00,IB,3365508,130066,132717
TLV,VIE,2022-11-01,1,EUR,462.20,414.00,IB,3365508,130066,132717
TLV,VIE,2022-11-01,1,EUR,538.77,436.00,LH,3365508,130066,132717
TLV,VIE,2022-11-01,1,EUR,542.06,480.00,LY,3365508,130066,132717
TLV,VIE,2022-11-01,1,EUR,558.75,480.00,LY,3365508,130066,132717
TLV,VIE,2022-11-01,1,EUR,566.18,480.00,LY,3365508,130066,132717
TLV,VIE,2022-11-01,1,EUR,572.06,480.00,LY,3365508,130066,132717
TLV,VIE,2022-11-01,1,EUR,583.79,480.00,LY,3365508,130066,132717
TLV,VIE,2022-11-01,1,EUR,591.07,480.00,LY,3365508,130066,132717
TLV,VIE,2022-11-01,1,EUR,623.16,528.00,LY,3365508,130066,132717
TLV,VIE,2022-11-01,1,EUR,1348.77,1108.00,ET,3365508,130066,132717
TLV,VIE,2022-11-01,1,EUR,1469.79,1363.00,LY,3365508,130066,132717
TLV,VIE,2022-11-01,1,EUR,1639.79,1536.00,LY,3365508,130066,132717
TLV,VIE,2022-11-01,1,EUR,3336.08,3142.00,AF,3365508,130066,132717
TLV,ZRH,2022-11-01,1,EUR,130.42,14.00,PC,4007196,153912,Null
TLV,ZRH,2022-11-01,1,EUR,177.31,56.00,TP,4007196,153912,Null
TLV,ZRH,2022-11-01,1,EUR,178.37,137.00,UX,4007196,153912,Null
TLV,ZRH,2022-11-01,1,EUR,178.75,145.00,LY,4007196,153912,Null
TLV,ZRH,2022-11-01,1,EUR,180.06,56.00,TP,4007196,153912,Null
TLV,ZRH,2022-11-01,1,EUR,185.20,137.00,UX,4007196,153912,Null
TLV,ZRH,2022-11-01,1,EUR,200.51,133.00,A3,4007196,153912,Null
TLV,ZRH,2022-11-01,1,EUR,215.61,103.00,AZ,4007196,153912,Null
TLV,ZRH,2022-11-01,1,EUR,253.24,157.00,AF,4007196,153912,Null
TLV,ZRH,2022-11-01,1,EUR,264.82,119.00,TK,4007196,153912,Null
TLV,ZRH,2022-11-01,1,EUR,269.82,124.00,TK,4007196,153912,Null
TLV,ZRH,2022-11-01,1,EUR,274.06,197.00,LO,4007196,153912,Null
TLV,ZRH,2022-11-01,1,EUR,296.80,216.00,VY,4007196,153912,Null
TLV,ZRH,2022-11-01,1,EUR,329.06,231.00,LO,4007196,153912,Null
TLV,ZRH,2022-11-01,1,EUR,367.24,271.00,AF,4007196,153912,Null
TLV,ZRH,2022-11-01,1,EUR,426.37,385.00,IB,4007196,153912,Null
TLV,ZRH,2022-11-01,1,EUR,433.20,385.00,IB,4007196,153912,Null
TLV,ZRH,2022-11-01,1,EUR,488.25,322.00,EK,4007196,153912,Null
TLV,ZRH,2022-11-01,1,EUR,532.06,480.00,LY,4007196,153912,Null
TLV,ZRH,2022-11-01,1,EUR,547.45,477.00,LX,4007196,153912,Null
TLV,ZRH,2022-11-01,1,EUR,566.77,477.00,OS,4007196,153912,Null
TLV,ZRH,2022-11-01,1,EUR,572.49,477.00,LH,4007196,153912,Null
TLV,ZRH,2022-11-01,1,EUR,578.07,480.00,LY,4007196,153912,Null
TLV,ZRH,2022-11-01,1,EUR,579.77,477.00,LH,4007196,153912,Null
TLV,ZRH,2022-11-01,1,EUR,583.79,480.00,LY,4007196,153912,Null
TLV,ZRH,2022-11-01,1,EUR,591.07,480.00,LY,4007196,153912,Null
TLV,ZRH,2022-11-01,1,EUR,1037.37,972.00,AF,4007196,153912,Null
TLV,ZRH,2022-11-01,1,EUR,1110.79,1004.00,LY,4007196,153912,Null
TLV,ZRH,2022-11-01,1,EUR,1206.79,1100.00,LY,4007196,153912,Null
TLV,ZRH,2022-11-01,1,EUR,1487.52,1388.00,LY,4007196,153912,Null
TLV,ZRH,2022-11-01,1,EUR,1663.51,1561.00,A3,4007196,153912,Null
TLV,ZRH,2022-11-01,1,EUR,1823.74,1678.00,SN,4007196,153912,Null
TLV,ZRH,2022-11-01,1,EUR,2443.67,2162.00,AC,4007196,153912,Null
TLV,ZRH,2022-11-01,1,EUR,4570.52,4267.00,UA,4007196,153912,Null
TLV,LPA,2022-11-01,1,EUR,281.37,240.00,UX,7160239,327418,Null
TLV,LPA,2022-11-01,1,EUR,307.80,227.00,VY,7160239,327418,Null
TLV,LPA,2022-11-01,1,EUR,314.24,227.00,VY,7160239,327418,Null
TLV,LPA,2022-11-01,1,EUR,318.62,204.00,AF,7160239,327418,Null
TLV,LPA,2022-11-01,1,EUR,319.83,204.00,AF,7160239,327418,Null
TLV,LPA,2022-11-01,1,EUR,349.93,307.00,UX,7160239,327418,Null
TLV,LPA,2022-11-01,1,EUR,356.76,307.00,UX,7160239,327418,Null
TLV,LPA,2022-11-01,1,EUR,357.54,307.00,UX,7160239,327418,Null
TLV,LPA,2022-11-01,1,EUR,374.20,326.00,UX,7160239,327418,Null
TLV,LPA,2022-11-01,1,EUR,380.79,273.00,AF,7160239,327418,Null
TLV,LPA,2022-11-01,1,EUR,386.54,336.00,UX,7160239,327418,Null
